"","SpecCode.x","Species","ComName"
"6258",10294,"Ostorhinchus apogonoides","Short-toothed cardinalfish"
"6259",64242,"Bodianus dictynna","Diana's hogfish"
"6260",64242,"Bodianus dictynna","Redfin hogfish"
"6261",5616,"Pseudocheilinus evanidus","Disappearing wrasse"
"6262",5616,"Pseudocheilinus evanidus","Pinstripe wrasse"
"6263",5616,"Pseudocheilinus evanidus","Pin-striped wrasse"
"6264",5616,"Pseudocheilinus evanidus","Scarlet wrasse"
"6265",5616,"Pseudocheilinus evanidus","Striated wrasse"
"6266",7261,"Eviota distigma","Distigma Eviota"
"6267",7261,"Eviota distigma","Twospot dwarfgoby"
"6268",7261,"Eviota distigma","Twospot goby"
"6269",7261,"Eviota distigma","Twospot pygmy goby"
"6270",4616,"Siganus fuscescens","Doctor fish"
"6271",4616,"Siganus fuscescens","Dusky rabbitfish"
"6272",4616,"Siganus fuscescens","Dusky spinefoot"
"6273",4616,"Siganus fuscescens","Fuscescens rabbitfish"
"6274",4616,"Siganus fuscescens","Fuscous spinefoot"
"6275",4616,"Siganus fuscescens","Little spinefoot"
"6276",4616,"Siganus fuscescens","Marbled spinefoot"
"6277",4616,"Siganus fuscescens","Mottled spinefoot"
"6278",4616,"Siganus fuscescens","Pinspotted spinefoot"
"6279",4616,"Siganus fuscescens","Rabbitfish"
"6280",4616,"Siganus fuscescens","Sandy spinefoot"
"6281",4616,"Siganus fuscescens","Spinefoot"
"6282",4616,"Siganus fuscescens","White-spotted spinefoot"
"6283",4894,"Acentrogobius caninus","Dog-toothed goby"
"6284",4894,"Acentrogobius caninus","Spotted green goby"
"6285",4894,"Acentrogobius caninus","Tropical sand goby"
"6286",5825,"Synanceia verrucosa","Dornorn"
"6287",5825,"Synanceia verrucosa","Goblinfish"
"6288",5825,"Synanceia verrucosa","Reef stonefish"
"6289",5825,"Synanceia verrucosa","Stone fish"
"6290",5825,"Synanceia verrucosa","Stonefish"
"6291",59779,"Fowleria isostigma","Dotted cardinalfish"
"6292",4889,"Anampses meleagrides","Dotted wrasse"
"6293",4889,"Anampses meleagrides","Marble wrasse"
"6294",4889,"Anampses meleagrides","Speckled wrasse"
"6295",4889,"Anampses meleagrides","Spotted wrasse"
"6296",4889,"Anampses meleagrides","Yellow tail tamarin"
"6297",4889,"Anampses meleagrides","Yellowtail tamarin"
"6298",4889,"Anampses meleagrides","Yellow-tail tamarin"
"6299",4889,"Anampses meleagrides","Yellowtail wrasse"
"6300",4399,"Cirripectes quagga","Dotted-line blenny"
"6301",4399,"Cirripectes quagga","Squiggly blenny"
"6302",4399,"Cirripectes quagga","Zebra blenny"
"6303",60947,"Parupeneus crassilabris","Double-banded goatfish"
"6304",60947,"Parupeneus crassilabris","Doublebar goatfish"
"6305",60947,"Parupeneus crassilabris","Double-bar goatfish"
"6306",60947,"Parupeneus crassilabris","Goatfish"
"6307",60947,"Parupeneus crassilabris","Two-banded goatfish"
"6308",60947,"Parupeneus crassilabris","Yellowstripe goatfish"
"6309",65437,"Ancistrogobius dipus","Double-fin cheek-hook goby"
"6310",65437,"Ancistrogobius dipus","Largetooth goby"
"6311",6063,"Omox biporos","Doublepore blenny"
"6312",6063,"Omox biporos","Omox blenny"
"6313",6068,"Meiacanthus ditrema","Doublepore fangblenny"
"6314",6068,"Meiacanthus ditrema","One-striped poison-fang blenny"
"6315",6068,"Meiacanthus ditrema","Schooling fangblenny"
"6316",6068,"Meiacanthus ditrema","Schooling harp-tail"
"6317",6068,"Meiacanthus ditrema","Schooling harptail blenny"
"6318",6068,"Meiacanthus ditrema","Two-striped fangblenny"
"6319",5580,"Chaetodon ulietensis","Doublesaddle butterflyfish"
"6320",5580,"Chaetodon ulietensis","Double-saddle butterflyfish"
"6321",5580,"Chaetodon ulietensis","Ovalspot butterflyfish"
"6322",5580,"Chaetodon ulietensis","Pacific doublesaddle butterflyfish"
"6323",5580,"Chaetodon ulietensis","Pacific double-saddle butterflyfish"
"6324",5580,"Chaetodon ulietensis","Pacific double-saddled butterflyfish"
"6325",5580,"Chaetodon ulietensis","Pacific doublesaddled coralfish"
"6326",5580,"Chaetodon ulietensis","Saddleback butterfly"
"6327",5580,"Chaetodon ulietensis","Sickle butterflyfish"
"6328",13765,"Calumia godeffroyi","Doublespot coralgudgeon"
"6329",13765,"Calumia godeffroyi","Tailface sleeper"
"6330",12654,"Pseudochromis bitaeniatus","Double-stripe dottyback"
"6331",12654,"Pseudochromis bitaeniatus","Double-striped dottyback"
"6332",12654,"Pseudochromis bitaeniatus","Slender dottyback"
"6333",12654,"Pseudochromis bitaeniatus","Two-lined dottyback"
"6334",8121,"Strongylura incisa","Driller's long-tom"
"6335",8121,"Strongylura incisa","Large-scale long-tom"
"6336",8121,"Strongylura incisa","Moguya"
"6337",8121,"Strongylura incisa","Mougwai"
"6338",8121,"Strongylura incisa","Reef longtom"
"6339",8121,"Strongylura incisa","Reef needlefish"
"6340",8121,"Strongylura incisa","Square-tail alligator gar"
"6341",5974,"Halicampus dunckeri","Duncker<92>s pipefish"
"6342",5974,"Halicampus dunckeri","Duncker's pipefish"
"6343",5974,"Halicampus dunckeri","Dusky pipefish"
"6344",5974,"Halicampus dunckeri","Nose-ridge pipefish"
"6345",5974,"Halicampus dunckeri","Red-hair pipefish"
"6346",5974,"Halicampus dunckeri","Ridgenose pipefish"
"6347",6647,"Centropyge nox","Dusky angel-fish"
"6348",6647,"Centropyge nox","Midnight angelfish"
"6349",59777,"Nectamia fusca","Dusky cardinal"
"6350",59777,"Nectamia fusca","Dusky cardinalfish"
"6351",59777,"Nectamia fusca","Ghost cardinalfish"
"6352",59777,"Nectamia fusca","Guam cardinalfish"
"6353",59777,"Nectamia fusca","Pearl cardinal"
"6354",59777,"Nectamia fusca","Pearl cardinalfish"
"6355",59777,"Nectamia fusca","Samoan cardinalfish"
"6356",59777,"Nectamia fusca","Three-saddled cardinalfish"
"6357",4390,"Cirripectes fuscoguttatus","Dusky spotted blenny"
"6358",4390,"Cirripectes fuscoguttatus","Spotted blenny"
"6359",5792,"Hoplolatilus cuniculus","Dusky tilefish"
"6360",5792,"Hoplolatilus cuniculus","Green tilefish"
"6361",5792,"Hoplolatilus cuniculus","Grey tilefish"
"6362",5792,"Hoplolatilus cuniculus","Pale sand tilefish"
"6363",5631,"Halichoeres marginatus","Dusky wrasse"
"6364",5631,"Halichoeres marginatus","Speckled rainbowfish"
"6365",5631,"Halichoeres marginatus","Splendid rainbow wrasse"
"6366",5631,"Halichoeres marginatus","Two-eyed wrasse"
"6367",5631,"Halichoeres marginatus","Wrasse"
"6368",6065,"Aspidontus dussumieri","Dussumier's blenny"
"6369",6065,"Aspidontus dussumieri","Floating blenny"
"6370",6065,"Aspidontus dussumieri","Lance blenny"
"6371",6065,"Aspidontus dussumieri","Slender sabretooth blenny"
"6372",12895,"Hyporhamphus dussumieri","Dussumier's garfish"
"6373",12895,"Hyporhamphus dussumieri","Dussumier's halfbeak"
"6374",12895,"Hyporhamphus dussumieri","Halfbeak"
"6375",12895,"Hyporhamphus dussumieri","Slender garfish"
"6376",5668,"Chromis acares","Dwarf chromis"
"6377",5668,"Chromis acares","Midget chromis"
"6378",11144,"Antennatus analis","Dwarf frogfish"
"6379",11144,"Antennatus analis","Pygmy frogfish"
"6380",11144,"Antennatus analis","Tailjet anglerfish"
"6381",11144,"Antennatus analis","Tailjet frogfish"
"6382",11144,"Antennatus analis","Tail-jet frogfish"
"6383",5816,"Scorpaenodes kelloggi","Dwarf scorpionfish"
"6384",5816,"Scorpaenodes kelloggi","Kellogg's scorpionfish"
"6385",5821,"Sebastapistes fowleri","Dwarf scorpionfish"
"6386",5821,"Sebastapistes fowleri","Pigmy scorpionfish"
"6387",5821,"Sebastapistes fowleri","Pygmy scorpionfish"
"6388",4746,"Acanthurus maculiceps","Earbar surgeonfish"
"6389",4746,"Acanthurus maculiceps","Pale-lined surgeonfish"
"6390",4746,"Acanthurus maculiceps","Spot-face surgeon"
"6391",4746,"Acanthurus maculiceps","Spotted-face surgeonfish"
"6392",4746,"Acanthurus maculiceps","Surgeonfish"
"6393",4746,"Acanthurus maculiceps","White-freckled surgeonfish"
"6394",4746,"Acanthurus maculiceps","Yellow-freckled surgeon fish"
"6395",12598,"Luzonichthys earlei","Earle's splitfin"
"6396",12707,"Scarus hypselopterus","East Indies parrotfish"
"6397",12707,"Scarus hypselopterus","East-Indies parrotfish"
"6398",12707,"Scarus hypselopterus","Java parrotfish"
"6399",12707,"Scarus hypselopterus","Parrotfish"
"6400",12707,"Scarus hypselopterus","Yellow-tail"
"6401",12707,"Scarus hypselopterus","Yellow-tail parrotfish"
"6402",68849,"Amblygobius cheraphilus","East Indies siltgoby"
"6403",6523,"Amphiprion sandaracinos","Eastern skunk anemonefish"
"6404",6523,"Amphiprion sandaracinos","Golden anemonefish"
"6405",6523,"Amphiprion sandaracinos","Golden angelfish"
"6406",6523,"Amphiprion sandaracinos","Orange anemonefish"
"6407",6523,"Amphiprion sandaracinos","Skunk anemonefish"
"6408",6523,"Amphiprion sandaracinos","Skunk clownfish"
"6409",6523,"Amphiprion sandaracinos","Yellow clownfish"
"6410",6523,"Amphiprion sandaracinos","Yellow skunk clownfish"
"6411",295,"Anguilla japonica","Eel"
"6412",295,"Anguilla japonica","Freshwater eel"
"6413",295,"Anguilla japonica","Japanese eel"
"6414",1275,"Anguilla marmorata","Eel"
"6415",1275,"Anguilla marmorata","Giant long-finned eel"
"6416",1275,"Anguilla marmorata","Giant mottled eel"
"6417",1275,"Anguilla marmorata","Madagascar mottled eel"
"6418",1275,"Anguilla marmorata","Marbled eel"
"6419",1275,"Anguilla marmorata","River eel"
"6420",5228,"Atherinomorus endrachtensis","Eendracht land silverside"
"6421",5228,"Atherinomorus endrachtensis","Endracht hardyhead"
"6422",5228,"Atherinomorus endrachtensis","Endracht land hardyhead"
"6423",5228,"Atherinomorus endrachtensis","Endracht land silverside"
"6424",5228,"Atherinomorus endrachtensis","Striped hardyhead"
"6425",5228,"Atherinomorus endrachtensis","Striped silverside"
"6426",5618,"Pseudocheilinus octotaenia","Eightline wrasse"
"6427",5618,"Pseudocheilinus octotaenia","Eight-line wrasse"
"6428",5618,"Pseudocheilinus octotaenia","Eight-lined wrasse"
"6429",5618,"Pseudocheilinus octotaenia","Eightstripe wrasse"
"6430",23560,"Trichonotus elegans","Elegant Sanddiver"
"6431",23560,"Trichonotus elegans","Elegant sand-diver"
"6432",23560,"Trichonotus elegans","Long-rayed sand-diver"
"6433",62645,"Gobiodon prolixus","Elongate coralgoby"
"6434",5801,"Gerres oblongus","Elongate silver-biddy"
"6435",5801,"Gerres oblongus","Largebodied silverbiddy"
"6436",5801,"Gerres oblongus","Large-bodied silver-biddy"
"6437",5801,"Gerres oblongus","Mojarra"
"6438",5801,"Gerres oblongus","Oblong mojarra"
"6439",5801,"Gerres oblongus","Oblong pursemouth"
"6440",5801,"Gerres oblongus","Oblong silverbelly"
"6441",5801,"Gerres oblongus","Oblong silverbiddy"
"6442",5801,"Gerres oblongus","Oblong-mojarra"
"6443",5801,"Gerres oblongus","Silver-biddy"
"6444",5801,"Gerres oblongus","Slender silverbiddy"
"6445",5801,"Gerres oblongus","Slender silver-biddy"
"6446",5801,"Gerres oblongus","Slender-bodied silver-biddy"
"6447",6022,"Naso lopezi","Elongate unicornfish"
"6448",6022,"Naso lopezi","Lopez' unicornfish"
"6449",6022,"Naso lopezi","Slender unicorn"
"6450",6022,"Naso lopezi","Slender unicornfish"
"6451",6022,"Naso lopezi","Surgeonfish"
"6452",6022,"Naso lopezi","Unicornfish"
"6453",11170,"Eviota smaragdus","Emerald dwarfgoby"
"6454",11170,"Eviota smaragdus","Smaragdus pygmy goby"
"6455",1847,"Lethrinus obsoletus","Emperor"
"6456",1847,"Lethrinus obsoletus","Orangestripe emperor"
"6457",1847,"Lethrinus obsoletus","Orange-stripe emperor"
"6458",1847,"Lethrinus obsoletus","Orangestriped emperor"
"6459",1847,"Lethrinus obsoletus","Orange-striped emperor"
"6460",1847,"Lethrinus obsoletus","Pigface bream"
"6461",1847,"Lethrinus obsoletus","Yellow-banded emperor"
"6462",1847,"Lethrinus obsoletus","Yellow-banded pigface bream"
"6463",1847,"Lethrinus obsoletus","Yellowbanded porgy"
"6464",1847,"Lethrinus obsoletus","Yellowstripe emperor"
"6465",1848,"Lethrinus rubrioperculatus","Emperor"
"6466",1848,"Lethrinus rubrioperculatus","Red-eared emperor"
"6467",1848,"Lethrinus rubrioperculatus","Red-ears"
"6468",1848,"Lethrinus rubrioperculatus","Red-edged emperor"
"6469",1848,"Lethrinus rubrioperculatus","Redgill emperor"
"6470",1848,"Lethrinus rubrioperculatus","Red-gilled emperor"
"6471",1848,"Lethrinus rubrioperculatus","Scarlet-cheek emperor"
"6472",1848,"Lethrinus rubrioperculatus","Spotcheck emperor"
"6473",1848,"Lethrinus rubrioperculatus","Spotcheek emperor"
"6474",5398,"Synodus variegatus","Engleman's lizardfish"
"6475",5398,"Synodus variegatus","Fowler's lizard fish"
"6476",5398,"Synodus variegatus","Hoult's lizardfish"
"6477",5398,"Synodus variegatus","Lizardfish"
"6478",5398,"Synodus variegatus","Pointhead lizardfish"
"6479",5398,"Synodus variegatus","Red lizardfish"
"6480",5398,"Synodus variegatus","Redband lizardfish"
"6481",5398,"Synodus variegatus","Reef lizardfish"
"6482",5398,"Synodus variegatus","Scaly-cheek lizardfish"
"6483",5398,"Synodus variegatus","Short-nosed lizardfish"
"6484",5398,"Synodus variegatus","Two-spot lizardfish"
"6485",5398,"Synodus variegatus","Variegated lizardfish"
"6486",5756,"Pristiapogon exostigma","Eyeshadow cardinalfish"
"6487",5756,"Pristiapogon exostigma","Narrowstripe cardinalfish"
"6488",5756,"Pristiapogon exostigma","One-line cardinal"
"6489",5756,"Pristiapogon exostigma","Oneline cardinalfish"
"6490",5756,"Pristiapogon exostigma","One-lined cardinalfish"
"6491",7264,"Eviota infulata","Epaulet dwarfgoby"
"6492",7264,"Eviota infulata","Infulata pygmy goby"
"6493",7264,"Eviota infulata","Shouldermark dwarfgoby"
"6494",7264,"Eviota infulata","Shouldermark Eviota"
"6495",7264,"Eviota infulata","Shoulder-mark pygmy goby"
"6496",7264,"Eviota infulata","Shoulder-patch pygmy-goby"
"6497",7264,"Eviota infulata","Smith's coral goby"
"6498",7306,"Myripristis kuntee","Epaulet soldierfish"
"6499",7306,"Myripristis kuntee","Epaulette soldierfish"
"6500",7306,"Myripristis kuntee","Epaulette squirrelfish"
"6501",7306,"Myripristis kuntee","Kuntee soldierfish"
"6502",7306,"Myripristis kuntee","Kuntee squirrelfish"
"6503",7306,"Myripristis kuntee","Pearly soldierfish"
"6504",7306,"Myripristis kuntee","Shoulderbar soldierfish"
"6505",7306,"Myripristis kuntee","Shoulderbar squirrelfish"
"6506",7306,"Myripristis kuntee","Soldierfish"
"6507",7306,"Myripristis kuntee","Squirrelfish"
"6508",7204,"Bryaninops erythrops","Erythrops goby"
"6509",7204,"Bryaninops erythrops","Fire-coral goby"
"6510",7204,"Bryaninops erythrops","Translucent coral goby"
"6511",1042,"Lepidocybium flavobrunneum","Escolar"
"6512",9648,"Zenarchopterus dispar","Estuarine halfbeak"
"6513",9648,"Zenarchopterus dispar","Feathered river-garfish"
"6514",9648,"Zenarchopterus dispar","Halfbeak"
"6515",9648,"Zenarchopterus dispar","Spoon-fin garfish"
"6516",9648,"Zenarchopterus dispar","Spoonfin river garfish"
"6517",9648,"Zenarchopterus dispar","Viviparous garfish"
"6518",9648,"Zenarchopterus dispar","Viviparous half beak"
"6519",17112,"Zenarchopterus gilli","Estuary garfish"
"6520",17112,"Zenarchopterus gilli","Halfbeak"
"6521",17112,"Zenarchopterus gilli","Shortnose river garfish"
"6522",17112,"Zenarchopterus gilli","Short-nosed river halfbeak"
"6523",17112,"Zenarchopterus gilli","Short-nosed river-garfish"
"6524",17112,"Zenarchopterus gilli","Viviparous halfbeak"
"6525",8071,"Amblyrhynchotes honckenii","Evileye blaasop"
"6526",8071,"Amblyrhynchotes honckenii","Evileye puffer"
"6527",5614,"Cirrhilabrus exquisitus","Exquisite fairy-wrasse"
"6528",5614,"Cirrhilabrus exquisitus","Exquisite wrasse"
"6529",62865,"Trimma preclarum","Exquisite pygmy goby"
"6530",62865,"Trimma preclarum","Exquisite pygmygoby"
"6531",1954,"Selar boops","Eye of the sea"
"6532",1954,"Selar boops","Oxeye scad"
"6533",1954,"Selar boops","Ox-eye scad"
"6534",1954,"Selar boops","Scad"
"6535",1954,"Selar boops","Yellowband scad"
"6536",25421,"Asterropteryx spinosa","Eyebar spiny goby"
"6537",6067,"Meiacanthus atrodorsalis","Eyelash fangblenny"
"6538",6067,"Meiacanthus atrodorsalis","Eyelash harp-tail"
"6539",6067,"Meiacanthus atrodorsalis","Eye-lash harptail blenny"
"6540",6067,"Meiacanthus atrodorsalis","Eye-lash harptail-blenny"
"6541",6067,"Meiacanthus atrodorsalis","Forktail blenny"
"6542",6067,"Meiacanthus atrodorsalis","Lyretail blenny"
"6543",6067,"Meiacanthus atrodorsalis","Poison-fang blenny"
"6544",6067,"Meiacanthus atrodorsalis","Yellowtail fangblenny"
"6545",6067,"Meiacanthus atrodorsalis","Yellowtail poison-fang blenny"
"6546",7185,"Photoblepharon palpebratum","Eyelight fish"
"6547",7185,"Photoblepharon palpebratum","Flashlightfish"
"6548",7185,"Photoblepharon palpebratum","Luminos fish"
"6549",7185,"Photoblepharon palpebratum","One-fin flashlight fish"
"6550",7185,"Photoblepharon palpebratum","Onefin flashlightfish"
"6551",7185,"Photoblepharon palpebratum","One-fin flashlightfish"
"6552",7185,"Photoblepharon palpebratum","Small flashlighfish"
"6553",7454,"Pseudanthias dispar","Fairy basslet"
"6554",7454,"Pseudanthias dispar","Longfin wreckfish"
"6555",7454,"Pseudanthias dispar","Orange anthias"
"6556",7454,"Pseudanthias dispar","Peach anthias"
"6557",7454,"Pseudanthias dispar","Peach fairy basslet"
"6558",7454,"Pseudanthias dispar","Redfin anthias"
"6559",194,"Paracaesio xanthura","False fusilier"
"6560",194,"Paracaesio xanthura","Gold-backed fusilier"
"6561",194,"Paracaesio xanthura","Pedley's fusilier"
"6562",194,"Paracaesio xanthura","Snapper"
"6563",194,"Paracaesio xanthura","Southern fusilier"
"6564",194,"Paracaesio xanthura","Yellowback fusilier"
"6565",194,"Paracaesio xanthura","Yellowtail blue snapper"
"6566",194,"Paracaesio xanthura","Yellowtail fusilier"
"6567",194,"Paracaesio xanthura","Yellow-tailed blue snapper"
"6568",7243,"Amblygobius nocturnus","False sleeper-goby"
"6569",7243,"Amblygobius nocturnus","Nocturn goby"
"6570",7243,"Amblygobius nocturnus","Pyjama goby"
"6571",6578,"Canthigaster solandri","False-eye toby"
"6572",6578,"Canthigaster solandri","Jewel pufferfish"
"6573",6578,"Canthigaster solandri","Netted pufferfish"
"6574",6578,"Canthigaster solandri","Sharpbacked puffer"
"6575",6578,"Canthigaster solandri","Spotted sharpnose"
"6576",6578,"Canthigaster solandri","Spotted sharpnose puffer"
"6577",6578,"Canthigaster solandri","Spotted toby"
"6578",6561,"Parapercis clathrata","False-eyed grubfish"
"6579",6561,"Parapercis clathrata","Latticed sandperch"
"6580",6561,"Parapercis clathrata","Ocellate weaver"
"6581",5544,"Scarus festivus","Festive parrotfish"
"6582",5544,"Scarus festivus","Happy parrotfish"
"6583",5544,"Scarus festivus","Lunate parrotfish"
"6584",5544,"Scarus festivus","Parrotfish"
"6585",7238,"Ctenogobiops feroculus","Fierce shrimpgoby"
"6586",7238,"Ctenogobiops feroculus","Pale shrimpgoby"
"6587",7238,"Ctenogobiops feroculus","Pale shrimp-goby"
"6588",7238,"Ctenogobiops feroculus","Sandy prawn-goby"
"6589",8120,"Hypoatherina ovalaua","Fijian silverside"
"6590",8120,"Hypoatherina ovalaua","Ovalaua silverside"
"6591",5540,"Scarus altipinnis","Filament finned parrotfish"
"6592",5540,"Scarus altipinnis","Filament-finned parrot fish"
"6593",5540,"Scarus altipinnis","Filamentfinned parrotfish"
"6594",5540,"Scarus altipinnis","Filament-finned parrotfish"
"6595",5540,"Scarus altipinnis","High-fin parrotfish"
"6596",5540,"Scarus altipinnis","Highfinned parrotfish"
"6597",5540,"Scarus altipinnis","Minifin parrotfish"
"6598",5540,"Scarus altipinnis","Mini-fin parrotfish"
"6599",4844,"Paracheilinus filamentosus","Filamented flasher"
"6600",4844,"Paracheilinus filamentosus","Filamented flasherwrasse"
"6601",4844,"Paracheilinus filamentosus","Filament-fin wrasse"
"6602",4844,"Paracheilinus filamentosus","Filamentous flasher wrasse"
"6603",4844,"Paracheilinus filamentosus","Filamentous wrasse"
"6604",4463,"Gerres filamentosus","Filamentous mojarra"
"6605",4463,"Gerres filamentosus","Flagfin mojarra"
"6606",4463,"Gerres filamentosus","Long-rayed mojarra"
"6607",4463,"Gerres filamentosus","Long-rayed silver biddy"
"6608",4463,"Gerres filamentosus","Majorras"
"6609",4463,"Gerres filamentosus","Mojarra"
"6610",4463,"Gerres filamentosus","Silver-biddy"
"6611",4463,"Gerres filamentosus","Threadfin pursemouth"
"6612",4463,"Gerres filamentosus","Threadfin silver belly"
"6613",4463,"Gerres filamentosus","Threadfin silverbelly"
"6614",4463,"Gerres filamentosus","Threadfin silverbiddy"
"6615",4463,"Gerres filamentosus","Threadfin silver-biddy"
"6616",4463,"Gerres filamentosus","Whip fin silver biddy"
"6617",4463,"Gerres filamentosus","Whipfin mojarra"
"6618",4463,"Gerres filamentosus","Whipfin mojorra"
"6619",4463,"Gerres filamentosus","Whipfin silver biddy"
"6620",4463,"Gerres filamentosus","Whipfin silverbelly"
"6621",4463,"Gerres filamentosus","Whipfin silverbiddy"
"6622",4463,"Gerres filamentosus","Whipfin silver-biddy"
"6623",4463,"Gerres filamentosus","Whiptail silver-biddy"
"6624",5841,"Sargocentron microstoma","Finelined squirrelfish"
"6625",5841,"Sargocentron microstoma","Fine-lined squirrelfish"
"6626",5841,"Sargocentron microstoma","Silver squirrelfish"
"6627",5841,"Sargocentron microstoma","Slender squirrelfish"
"6628",5841,"Sargocentron microstoma","Small mouth squirrel fish"
"6629",5841,"Sargocentron microstoma","Smallmouth squirrelfish"
"6630",4620,"Siganus punctatissimus","Finespotted rabbitfish"
"6631",4620,"Siganus punctatissimus","Fine-spotted rabbitfish"
"6632",4620,"Siganus punctatissimus","Peppered rabbitfish"
"6633",4620,"Siganus punctatissimus","Peppered spinefoot"
"6634",4620,"Siganus punctatissimus","Rabbitfish"
"6635",4620,"Siganus punctatissimus","Shoemaker spinefoot"
"6636",4620,"Siganus punctatissimus","Spinefoot"
"6637",7513,"Fusigobius signipinnis","Fine-spotted sand-goby"
"6638",7513,"Fusigobius signipinnis","Flasher sandgoby"
"6639",7513,"Fusigobius signipinnis","Flasher sand-goby"
"6640",7513,"Fusigobius signipinnis","Signal goby"
"6641",7513,"Fusigobius signipinnis","Signalfin goby"
"6642",23517,"Iniistius melanopus","Finspot razorfish"
"6643",23517,"Iniistius melanopus","Yellowpatch razorfish"
"6644",6629,"Nemateleotris magnifica","Fire dartfish"
"6645",6629,"Nemateleotris magnifica","Fire fish"
"6646",6629,"Nemateleotris magnifica","Fire goby"
"6647",6629,"Nemateleotris magnifica","Firefish"
"6648",6629,"Nemateleotris magnifica","Red fire-goby"
"6649",5482,"Cheilodipterus quinquelineatus","Fiveband cardinalfish"
"6650",5482,"Cheilodipterus quinquelineatus","Five-line cardinal"
"6651",5482,"Cheilodipterus quinquelineatus","Fiveline cardinalfish"
"6652",5482,"Cheilodipterus quinquelineatus","Five-line cardinalfish"
"6653",5482,"Cheilodipterus quinquelineatus","Five-lined cardinalfish"
"6654",5482,"Cheilodipterus quinquelineatus","Sharptooth cardinal"
"6655",4975,"Scarus schlegeli","Five-banded parrotfish"
"6656",4975,"Scarus schlegeli","Parrotfish"
"6657",4975,"Scarus schlegeli","Schlegel's parrotfish"
"6658",4975,"Scarus schlegeli","Yellowband parrotfish"
"6659",4975,"Scarus schlegeli","Yellowbar parrotfish"
"6660",22462,"Gobiodon quinquestrigatus","Five-bar coral goby"
"6661",22462,"Gobiodon quinquestrigatus","Five-bar coralgoby"
"6662",22462,"Gobiodon quinquestrigatus","Fiveline coral goby"
"6663",22462,"Gobiodon quinquestrigatus","Fiveline coralgoby"
"6664",22462,"Gobiodon quinquestrigatus","Five-line coral-goby"
"6665",22462,"Gobiodon quinquestrigatus","Five-lined coral goby"
"6666",22462,"Gobiodon quinquestrigatus","Five-streaked coral goby"
"6667",7240,"Mahidolia mystacina","Flagfin prawn goby"
"6668",7240,"Mahidolia mystacina","Flagfin shrimpgoby"
"6669",7240,"Mahidolia mystacina","Smiling goby"
"6670",5971,"Doryrhamphus negrosensis","Flagtail pipefish"
"6671",5971,"Doryrhamphus negrosensis","Masthead Island pipefish"
"6672",5971,"Doryrhamphus negrosensis","Negros pipefish"
"6673",5971,"Doryrhamphus negrosensis","Queensland flagtail pipefish"
"6674",7814,"Centropyge loriculus","Flame angel"
"6675",7814,"Centropyge loriculus","Flame angelfish"
"6676",7814,"Centropyge loriculus","Flaming angelfish"
"6677",7814,"Centropyge loriculus","Japanese pygmy angelfish"
"6678",5753,"Apogon doryssa","Flame cardinalfish"
"6679",5753,"Apogon doryssa","Flathead cardinalfish"
"6680",5753,"Apogon doryssa","Longspine cardinalfish"
"6681",5753,"Apogon doryssa","Night cardinalfish"
"6682",5753,"Apogon doryssa","Sabre-spined cardinal-fish"
"6683",7470,"Phyllophichthus xenodontus","Flappy snake eel"
"6684",7470,"Phyllophichthus xenodontus","Flappy snake-eel"
"6685",5820,"Scorpaenopsis macrochir","Flasher scorpionfish"
"6686",5820,"Scorpaenopsis macrochir","Humpback scorpionfish"
"6687",5820,"Scorpaenopsis macrochir","Rough humpbacked scorpionfish"
"6688",7184,"Anomalops katoptron","Flashlightfish"
"6689",7184,"Anomalops katoptron","Great flashlightfish"
"6690",7184,"Anomalops katoptron","Indian flashlightfish"
"6691",7184,"Anomalops katoptron","Lantern eye fish"
"6692",7184,"Anomalops katoptron","Splitfin flashlightfish"
"6693",7184,"Anomalops katoptron","Two-fin flashlight fish"
"6694",7184,"Anomalops katoptron","Twofin flashlightfish"
"6695",7184,"Anomalops katoptron","Two-fin flashlightfish"
"6696",10023,"Ophiocara porocephala","Flathead sleeper"
"6697",10023,"Ophiocara porocephala","Northern mud gudgeon"
"6698",10023,"Ophiocara porocephala","Spangled gudgeon"
"6699",10023,"Ophiocara porocephala","Spangled sleeper"
"6700",12903,"Sunagocia otaitensis","Flatheads"
"6701",12903,"Sunagocia otaitensis","Frill-lip flathead"
"6702",12903,"Sunagocia otaitensis","Fringelip flathead"
"6703",12903,"Sunagocia otaitensis","Fringe-lip flathead"
"6704",12903,"Sunagocia otaitensis","Malay flathead"
"6705",9,"Abalistes stellaris","Flat-nailed triggerfish"
"6706",9,"Abalistes stellaris","Leatherjacket"
"6707",9,"Abalistes stellaris","Star puffer"
"6708",9,"Abalistes stellaris","Starry file fish"
"6709",9,"Abalistes stellaris","Starry filefish"
"6710",9,"Abalistes stellaris","Starry trigger fish"
"6711",9,"Abalistes stellaris","Starry triggerfish"
"6712",9,"Abalistes stellaris","Trigger fish"
"6713",9,"Abalistes stellaris","Triggerfish"
"6714",1314,"Platybelone argalus platyura","Flat-tailed longtom"
"6715",1314,"Platybelone argalus platyura","Flat-tailed needle fish"
"6716",1314,"Platybelone argalus platyura","Keeled needlefish"
"6717",1314,"Platybelone argalus platyura","Keeltail needlefish"
"6718",1314,"Platybelone argalus platyura","Longtom"
"6719",1314,"Platybelone argalus platyura","Needlefish"
"6720",1314,"Platybelone argalus platyura","Stickfish"
"6721",61522,"Pseudoplesiops wassi","Fleckfin dottyback"
